TITLE "<<G9_MSMS_781.3849_2>> 4700 MS/MS Precursor 781.385 Spec #1 MC[BP = 616.3, 2006]" 
TYPE MASSSPEC
69.924360	0
69.934638	0
69.944917	0
69.955196	0
69.965476	0
69.975757	0
69.986039	0
69.996321	0
70.006604	0
70.016888	0
70.027173	0
70.037459	0
70.047745	0
70.058032	0
70.068320	0
70.078608	0
70.088897	0
70.099187	0
70.109478	0
70.119770	0
70.130062	0
70.140355	0
70.150649	6.86275
70.160943	7.94118
70.171239	0
70.181535	1.07843
70.191832	0
70.202129	0.0980392
70.212428	0
70.222727	10.7843
70.233027	9.21569
70.243327	0.588235
70.253629	0.784314
70.263931	0
70.274234	0.0980392
70.284537	0
70.294842	0
70.305147	0
70.315453	0
70.325760	0
70.336067	0
70.346375	0.0980392
70.356684	0
70.366994	0
70.377305	0
70.387616	0
70.397928	0
70.408241	0
70.418554	0.0980392
70.428868	0
70.439183	0
70.449499	0
70.459816	8.52941
70.470133	13.1373
70.480451	0
70.490770	1.96078
70.501090	0
70.511410	0.294118
70.521731	0
70.532053	0
70.542376	0
70.552699	0
70.563023	0
70.573348	0
70.583674	0
70.594000	0
70.604327	0
70.614655	0
70.624984	0
70.635313	0
70.645644	0
70.655975	0.196078
70.666306	0
70.676639	0
70.686972	0
70.697306	0
70.707641	0
70.717976	0
70.728313	0
70.738650	0
70.748987	0
70.759326	0
70.769665	0
70.780005	0
70.790346	0
70.800688	0
70.811030	0
70.821373	0
70.831717	0
70.842062	0
70.852407	0
70.862753	0
70.873100	9.90196
70.883448	5.29412
70.893796	0
70.904145	0.784314
70.914495	0
70.924846	0.392157
70.935197	0
70.945549	0
70.955902	0
70.966256	0
70.976611	0
70.986966	0
70.997322	0
71.007678	0
71.018036	0
71.028394	0
71.038753	0
71.049113	0
71.059474	0
71.069835	0.0980392
71.080197	0
71.090560	0
71.100923	0
71.111288	0
71.121653	0
71.132019	0
71.142385	0
71.152752	0
71.163121	0
71.173489	0
71.183859	0
71.194230	0
71.204601	0
71.214973	0
71.225345	0
71.235719	0
71.246093	0
71.256468	0
71.266843	0
71.277220	0
71.287597	0
71.297975	0
71.308354	0
71.318733	0
71.329114	0
71.339495	0
71.349876	0
71.360259	0
71.370642	0
71.381026	0
